Date;Heure;Type;Nom;Places_Libres;Places_Totales
2025-12-29;15:47;Velo;Renouvier;6;8
2025-12-29;15:47;Velo;Odysseum;8;8
2025-12-29;15:47;Velo;Saint-Denis;8;8
2025-12-29;15:47;Velo;Richter;15;16
2025-12-29;15:47;Velo;Charles Flahault;8;8
2025-12-29;15:47;Velo;Voltaire;4;8
2025-12-29;15:47;Velo;Prés d Arènes;4;8
2025-12-29;15:47;Velo;Garcia Lorca;1;8
2025-12-29;15:47;Velo;Vert Bois;7;16
2025-12-29;15:47;Velo;Malbosc;8;8
2025-12-29;15:47;Velo;Occitanie;20;32
2025-12-29;15:47;Velo;FacdesSciences;15;24
2025-12-29;15:47;Velo;Fac de Lettres;5;12
2025-12-29;15:47;Velo;Aiguelongue;7;8
2025-12-29;15:47;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;15:47;Velo;Euromédecine;8;8
2025-12-29;15:47;Velo;Marie Caizergues;6;8
2025-12-29;15:47;Velo;Sabines;8;8
2025-12-29;15:47;Velo;Celleneuve;4;8
2025-12-29;15:47;Velo;Jardin de la Lironde;5;8
2025-12-29;15:47;Velo;Père Soulas;1;8
2025-12-29;15:47;Velo;Place Viala;2;8
2025-12-29;15:47;Velo;Hôtel du Département;2;8
2025-12-29;15:47;Velo;Tonnelles;7;8
2025-12-29;15:47;Velo;Parvis Jules Ferry - Gare Saint-Roch;7;8
2025-12-29;15:47;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;15:47;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;15:47;Velo;Providence - Ovalie;8;8
2025-12-29;15:47;Velo;Pérols Etang de l Or;25;68
2025-12-29;15:47;Velo;Albert 1er - Cathédrale;10;12
2025-12-29;15:47;Velo;Saint-Guilhem - Courreau;4;8
2025-12-29;15:47;Velo;Sud De France;4;8
2025-12-29;15:47;Velo;Comedie Baudin;8;8
2025-12-29;15:47;Velo;Jean de Beins;15;16
2025-12-29;16:31;Voiture;Antigone;160;239
2025-12-29;16:31;Voiture;Comedie;226;664
2025-12-29;16:31;Voiture;Corum;246;480
2025-12-29;16:31;Voiture;Europa;449;591
2025-12-29;16:31;Voiture;Foch;467;620
2025-12-29;16:31;Voiture;Gambetta;144;452
2025-12-29;16:31;Voiture;Gare;407;656
2025-12-29;16:31;Voiture;Triangle;199;434
2025-12-29;16:31;Voiture;Pitot;331;590
2025-12-29;16:31;Voiture;Circe;727;1200
2025-12-29;16:31;Voiture;Garcia Lorca;374;400
2025-12-29;16:31;Voiture;Mosson;240;328
2025-12-29;16:31;Voiture;Sabines;99;285
2025-12-29;16:31;Voiture;Sablassou;226;379
2025-12-29;16:31;Voiture;Saint Jean Le Sec;212;285
2025-12-29;16:31;Voiture;Euromedecine;149;239
2025-12-29;16:31;Voiture;Occitanie;458;615
2025-12-29;16:31;Voiture;Vicarello;28;64
2025-12-29;16:31;Voiture;Gaumont EST;74;109
2025-12-29;16:31;Voiture;Gaumont OUEST;5;250
2025-12-29;16:31;Voiture;Charles de Gaulle;162;260
2025-12-29;16:31;Voiture;Polygone;683;1911
2025-12-29;16:31;Voiture;Arc de Triomphe;63;440
2025-12-29;16:31;Voiture;Gaumont-Circe;199;500
2025-12-29;16:31;Velo;Rue Jules Ferry - Gare Saint-Roch;4;12
2025-12-29;16:31;Velo;Comédie;13;20
2025-12-29;16:31;Velo;Hôtel de Ville;11;16
2025-12-29;16:31;Velo;Corum;3;12
2025-12-29;16:31;Velo;Place Albert 1er - St Charles;22;27
2025-12-29;16:31;Velo;Foch;2;8
2025-12-29;16:31;Velo;Halles Castellane;12;12
2025-12-29;16:31;Velo;Observatoire;4;8
2025-12-29;16:31;Velo;Rondelet;10;16
2025-12-29;16:31;Velo;Plan Cabanes;5;12
2025-12-29;16:31;Velo;Boutonnet;4;12
2025-12-29;16:31;Velo;Emile Combes;5;8
2025-12-29;16:31;Velo;Beaux-Arts;6;16
2025-12-29;16:31;Velo;Les Aubes;3;8
2025-12-29;16:31;Velo;Antigone centre;8;12
2025-12-29;16:31;Velo;Médiathèque Emile Zola;13;16
2025-12-29;16:31;Velo;Nombre d Or;8;16
2025-12-29;16:31;Velo;Louis Blanc;12;16
2025-12-29;16:31;Velo;Gambetta;3;8
2025-12-29;16:31;Velo;Port Marianne;1;16
2025-12-29;16:31;Velo;Les Arceaux;2;8
2025-12-29;16:31;Velo;Cité Mion;4;8
2025-12-29;16:31;Velo;Nouveau Saint-Roch;6;8
2025-12-29;16:31;Velo;Renouvier;7;8
2025-12-29;16:31;Velo;Odysseum;8;8
2025-12-29;16:31;Velo;Saint-Denis;8;8
2025-12-29;16:31;Velo;Richter;15;16
2025-12-29;16:31;Velo;Charles Flahault;8;8
2025-12-29;16:31;Velo;Voltaire;4;8
2025-12-29;16:31;Velo;Prés d Arènes;4;8
2025-12-29;16:31;Velo;Garcia Lorca;2;8
2025-12-29;16:31;Velo;Vert Bois;7;16
2025-12-29;16:31;Velo;Malbosc;8;8
2025-12-29;16:31;Velo;Occitanie;21;32
2025-12-29;16:31;Velo;FacdesSciences;15;24
2025-12-29;16:31;Velo;Fac de Lettres;5;12
2025-12-29;16:31;Velo;Aiguelongue;3;8
2025-12-29;16:31;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;16:31;Velo;Euromédecine;8;8
2025-12-29;16:31;Velo;Marie Caizergues;6;8
2025-12-29;16:31;Velo;Sabines;8;8
2025-12-29;16:31;Velo;Celleneuve;3;8
2025-12-29;16:31;Velo;Jardin de la Lironde;6;8
2025-12-29;16:31;Velo;Père Soulas;2;8
2025-12-29;16:31;Velo;Place Viala;2;8
2025-12-29;16:31;Velo;Hôtel du Département;2;8
2025-12-29;16:31;Velo;Tonnelles;7;8
2025-12-29;16:31;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;16:31;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;16:31;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;16:31;Velo;Providence - Ovalie;8;8
2025-12-29;16:31;Velo;Pérols Etang de l Or;21;68
2025-12-29;16:31;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;16:31;Velo;Saint-Guilhem - Courreau;3;8
2025-12-29;16:31;Velo;Sud De France;4;8
2025-12-29;16:31;Velo;Comedie Baudin;8;8
2025-12-29;16:31;Velo;Jean de Beins;15;16
2025-12-29;17:23;Voiture;Antigone;159;239
2025-12-29;17:23;Voiture;Comedie;244;664
2025-12-29;17:23;Voiture;Corum;256;480
2025-12-29;17:23;Voiture;Europa;484;591
2025-12-29;17:23;Voiture;Foch;480;620
2025-12-29;17:23;Voiture;Gambetta;154;452
2025-12-29;17:23;Voiture;Gare;404;656
2025-12-29;17:23;Voiture;Triangle;245;434
2025-12-29;17:23;Voiture;Pitot;353;590
2025-12-29;17:23;Voiture;Circe;818;1200
2025-12-29;17:23;Voiture;Garcia Lorca;381;400
2025-12-29;17:23;Voiture;Mosson;268;328
2025-12-29;17:23;Voiture;Sabines;122;285
2025-12-29;17:23;Voiture;Sablassou;248;379
2025-12-29;17:23;Voiture;Saint Jean Le Sec;221;285
2025-12-29;17:23;Voiture;Euromedecine;159;239
2025-12-29;17:23;Voiture;Occitanie;490;615
2025-12-29;17:23;Voiture;Vicarello;33;64
2025-12-29;17:23;Voiture;Gaumont EST;74;109
2025-12-29;17:23;Voiture;Gaumont OUEST;5;250
2025-12-29;17:23;Voiture;Charles de Gaulle;161;260
2025-12-29;17:23;Voiture;Polygone;835;1911
2025-12-29;17:23;Voiture;Arc de Triomphe;67;440
2025-12-29;17:23;Voiture;Gaumont-Circe;199;500
2025-12-29;17:23;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;17:23;Velo;Comédie;13;20
2025-12-29;17:23;Velo;Hôtel de Ville;11;16
2025-12-29;17:23;Velo;Corum;3;12
2025-12-29;17:23;Velo;Place Albert 1er - St Charles;22;27
2025-12-29;17:23;Velo;Foch;2;8
2025-12-29;17:23;Velo;Halles Castellane;12;12
2025-12-29;17:23;Velo;Observatoire;3;8
2025-12-29;17:23;Velo;Rondelet;10;16
2025-12-29;17:23;Velo;Plan Cabanes;5;12
2025-12-29;17:23;Velo;Boutonnet;4;12
2025-12-29;17:23;Velo;Emile Combes;5;8
2025-12-29;17:23;Velo;Beaux-Arts;6;16
2025-12-29;17:23;Velo;Les Aubes;3;8
2025-12-29;17:23;Velo;Antigone centre;8;12
2025-12-29;17:23;Velo;Médiathèque Emile Zola;13;16
2025-12-29;17:23;Velo;Nombre d Or;8;16
2025-12-29;17:23;Velo;Louis Blanc;12;16
2025-12-29;17:23;Velo;Gambetta;3;8
2025-12-29;17:23;Velo;Port Marianne;0;16
2025-12-29;17:23;Velo;Les Arceaux;2;8
2025-12-29;17:23;Velo;Cité Mion;4;8
2025-12-29;17:23;Velo;Nouveau Saint-Roch;6;8
2025-12-29;17:23;Velo;Renouvier;7;8
2025-12-29;17:23;Velo;Odysseum;8;8
2025-12-29;17:23;Velo;Saint-Denis;8;8
2025-12-29;17:23;Velo;Richter;13;16
2025-12-29;17:23;Velo;Charles Flahault;8;8
2025-12-29;17:23;Velo;Voltaire;4;8
2025-12-29;17:23;Velo;Prés d Arènes;4;8
2025-12-29;17:23;Velo;Garcia Lorca;1;8
2025-12-29;17:23;Velo;Vert Bois;7;16
2025-12-29;17:23;Velo;Malbosc;8;8
2025-12-29;17:23;Velo;Occitanie;21;32
2025-12-29;17:23;Velo;FacdesSciences;15;24
2025-12-29;17:23;Velo;Fac de Lettres;5;12
2025-12-29;17:23;Velo;Aiguelongue;3;8
2025-12-29;17:23;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;17:23;Velo;Euromédecine;8;8
2025-12-29;17:23;Velo;Marie Caizergues;6;8
2025-12-29;17:23;Velo;Sabines;8;8
2025-12-29;17:23;Velo;Celleneuve;3;8
2025-12-29;17:23;Velo;Jardin de la Lironde;6;8
2025-12-29;17:23;Velo;Père Soulas;2;8
2025-12-29;17:23;Velo;Place Viala;2;8
2025-12-29;17:23;Velo;Hôtel du Département;2;8
2025-12-29;17:23;Velo;Tonnelles;7;8
2025-12-29;17:23;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;17:23;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;17:23;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;17:23;Velo;Providence - Ovalie;8;8
2025-12-29;17:23;Velo;Pérols Etang de l Or;23;68
2025-12-29;17:23;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;17:23;Velo;Saint-Guilhem - Courreau;3;8
2025-12-29;17:23;Velo;Sud De France;4;8
2025-12-29;17:23;Velo;Comedie Baudin;8;8
2025-12-29;17:23;Velo;Jean de Beins;15;16
2025-12-29;17:43;Voiture;Antigone;160;239
2025-12-29;17:43;Voiture;Comedie;255;664
2025-12-29;17:43;Voiture;Corum;275;480
2025-12-29;17:43;Voiture;Europa;485;591
2025-12-29;17:43;Voiture;Foch;485;620
2025-12-29;17:43;Voiture;Gambetta;158;452
2025-12-29;17:43;Voiture;Gare;400;656
2025-12-29;17:43;Voiture;Triangle;254;434
2025-12-29;17:43;Voiture;Pitot;364;590
2025-12-29;17:43;Voiture;Circe;857;1200
2025-12-29;17:43;Voiture;Garcia Lorca;382;400
2025-12-29;17:43;Voiture;Mosson;277;328
2025-12-29;17:43;Voiture;Sabines;130;285
2025-12-29;17:43;Voiture;Sablassou;255;379
2025-12-29;17:43;Voiture;Saint Jean Le Sec;226;285
2025-12-29;17:43;Voiture;Euromedecine;160;239
2025-12-29;17:43;Voiture;Occitanie;502;615
2025-12-29;17:43;Voiture;Vicarello;36;64
2025-12-29;17:43;Voiture;Gaumont EST;74;109
2025-12-29;17:43;Voiture;Gaumont OUEST;5;250
2025-12-29;17:43;Voiture;Charles de Gaulle;166;260
2025-12-29;17:43;Voiture;Polygone;960;1911
2025-12-29;17:43;Voiture;Arc de Triomphe;81;440
2025-12-29;17:43;Voiture;Gaumont-Circe;199;500
2025-12-29;17:43;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;17:43;Velo;Comédie;12;20
2025-12-29;17:43;Velo;Hôtel de Ville;11;16
2025-12-29;17:43;Velo;Corum;3;12
2025-12-29;17:43;Velo;Place Albert 1er - St Charles;22;27
2025-12-29;17:43;Velo;Foch;2;8
2025-12-29;17:43;Velo;Halles Castellane;12;12
2025-12-29;17:43;Velo;Observatoire;3;8
2025-12-29;17:43;Velo;Rondelet;10;16
2025-12-29;17:43;Velo;Plan Cabanes;5;12
2025-12-29;17:43;Velo;Boutonnet;4;12
2025-12-29;17:43;Velo;Emile Combes;5;8
2025-12-29;17:43;Velo;Beaux-Arts;6;16
2025-12-29;17:43;Velo;Les Aubes;3;8
2025-12-29;17:43;Velo;Antigone centre;8;12
2025-12-29;17:43;Velo;Médiathèque Emile Zola;13;16
2025-12-29;17:43;Velo;Nombre d Or;8;16
2025-12-29;17:43;Velo;Louis Blanc;12;16
2025-12-29;17:43;Velo;Gambetta;3;8
2025-12-29;17:43;Velo;Port Marianne;0;16
2025-12-29;17:43;Velo;Les Arceaux;2;8
2025-12-29;17:43;Velo;Cité Mion;4;8
2025-12-29;17:43;Velo;Nouveau Saint-Roch;6;8
2025-12-29;17:43;Velo;Renouvier;7;8
2025-12-29;17:43;Velo;Odysseum;8;8
2025-12-29;17:43;Velo;Saint-Denis;8;8
2025-12-29;17:43;Velo;Richter;11;16
2025-12-29;17:43;Velo;Charles Flahault;8;8
2025-12-29;17:43;Velo;Voltaire;4;8
2025-12-29;17:43;Velo;Prés d Arènes;4;8
2025-12-29;17:43;Velo;Garcia Lorca;1;8
2025-12-29;17:43;Velo;Vert Bois;7;16
2025-12-29;17:43;Velo;Malbosc;8;8
2025-12-29;17:43;Velo;Occitanie;21;32
2025-12-29;17:43;Velo;FacdesSciences;15;24
2025-12-29;17:43;Velo;Fac de Lettres;5;12
2025-12-29;17:43;Velo;Aiguelongue;3;8
2025-12-29;17:43;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;17:43;Velo;Euromédecine;8;8
2025-12-29;17:43;Velo;Marie Caizergues;6;8
2025-12-29;17:43;Velo;Sabines;8;8
2025-12-29;17:43;Velo;Celleneuve;3;8
2025-12-29;17:43;Velo;Jardin de la Lironde;6;8
2025-12-29;17:43;Velo;Père Soulas;2;8
2025-12-29;17:43;Velo;Place Viala;2;8
2025-12-29;17:43;Velo;Hôtel du Département;2;8
2025-12-29;17:43;Velo;Tonnelles;7;8
2025-12-29;17:43;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;17:43;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;17:43;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;17:43;Velo;Providence - Ovalie;8;8
2025-12-29;17:43;Velo;Pérols Etang de l Or;23;68
2025-12-29;17:43;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;17:43;Velo;Saint-Guilhem - Courreau;3;8
2025-12-29;17:43;Velo;Sud De France;4;8
2025-12-29;17:43;Velo;Comedie Baudin;8;8
2025-12-29;17:43;Velo;Jean de Beins;15;16
2025-12-29;18:36;Voiture;Antigone;167;239
2025-12-29;18:36;Voiture;Comedie;255;664
2025-12-29;18:36;Voiture;Corum;272;480
2025-12-29;18:36;Voiture;Europa;485;591
2025-12-29;18:36;Voiture;Foch;472;620
2025-12-29;18:36;Voiture;Gambetta;153;452
2025-12-29;18:36;Voiture;Gare;397;656
2025-12-29;18:36;Voiture;Triangle;277;434
2025-12-29;18:36;Voiture;Pitot;370;590
2025-12-29;18:36;Voiture;Circe;906;1200
2025-12-29;18:36;Voiture;Garcia Lorca;385;400
2025-12-29;18:36;Voiture;Mosson;295;328
2025-12-29;18:36;Voiture;Sabines;135;285
2025-12-29;18:36;Voiture;Sablassou;270;379
2025-12-29;18:36;Voiture;Saint Jean Le Sec;230;285
2025-12-29;18:36;Voiture;Euromedecine;173;239
2025-12-29;18:36;Voiture;Occitanie;537;615
2025-12-29;18:36;Voiture;Vicarello;40;64
2025-12-29;18:36;Voiture;Gaumont EST;74;109
2025-12-29;18:36;Voiture;Gaumont OUEST;5;250
2025-12-29;18:36;Voiture;Charles de Gaulle;169;260
2025-12-29;18:36;Voiture;Polygone;1200;1911
2025-12-29;18:36;Voiture;Arc de Triomphe;82;440
2025-12-29;18:36;Voiture;Gaumont-Circe;199;500
2025-12-29;18:36;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;18:36;Velo;Comédie;12;20
2025-12-29;18:36;Velo;Hôtel de Ville;11;16
2025-12-29;18:36;Velo;Corum;3;12
2025-12-29;18:36;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;18:36;Velo;Foch;2;8
2025-12-29;18:36;Velo;Halles Castellane;12;12
2025-12-29;18:36;Velo;Observatoire;5;8
2025-12-29;18:36;Velo;Rondelet;10;16
2025-12-29;18:36;Velo;Plan Cabanes;5;12
2025-12-29;18:36;Velo;Boutonnet;4;12
2025-12-29;18:36;Velo;Emile Combes;5;8
2025-12-29;18:36;Velo;Beaux-Arts;6;16
2025-12-29;18:36;Velo;Les Aubes;3;8
2025-12-29;18:36;Velo;Antigone centre;8;12
2025-12-29;18:36;Velo;Médiathèque Emile Zola;12;16
2025-12-29;18:36;Velo;Nombre d Or;9;16
2025-12-29;18:36;Velo;Louis Blanc;12;16
2025-12-29;18:36;Velo;Gambetta;3;8
2025-12-29;18:36;Velo;Port Marianne;2;16
2025-12-29;18:36;Velo;Les Arceaux;2;8
2025-12-29;18:36;Velo;Cité Mion;4;8
2025-12-29;18:36;Velo;Nouveau Saint-Roch;6;8
2025-12-29;18:36;Velo;Renouvier;7;8
2025-12-29;18:36;Velo;Odysseum;8;8
2025-12-29;18:36;Velo;Saint-Denis;8;8
2025-12-29;18:36;Velo;Richter;11;16
2025-12-29;18:36;Velo;Charles Flahault;8;8
2025-12-29;18:36;Velo;Voltaire;4;8
2025-12-29;18:36;Velo;Prés d Arènes;4;8
2025-12-29;18:36;Velo;Garcia Lorca;1;8
2025-12-29;18:36;Velo;Vert Bois;7;16
2025-12-29;18:36;Velo;Malbosc;8;8
2025-12-29;18:36;Velo;Occitanie;22;32
2025-12-29;18:36;Velo;FacdesSciences;15;24
2025-12-29;18:36;Velo;Fac de Lettres;5;12
2025-12-29;18:36;Velo;Aiguelongue;3;8
2025-12-29;18:36;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;18:36;Velo;Euromédecine;8;8
2025-12-29;18:36;Velo;Marie Caizergues;6;8
2025-12-29;18:36;Velo;Sabines;8;8
2025-12-29;18:36;Velo;Celleneuve;3;8
2025-12-29;18:36;Velo;Jardin de la Lironde;6;8
2025-12-29;18:36;Velo;Père Soulas;2;8
2025-12-29;18:36;Velo;Place Viala;2;8
2025-12-29;18:36;Velo;Hôtel du Département;2;8
2025-12-29;18:36;Velo;Tonnelles;7;8
2025-12-29;18:36;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;18:36;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;18:36;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;18:36;Velo;Providence - Ovalie;8;8
2025-12-29;18:36;Velo;Pérols Etang de l Or;22;68
2025-12-29;18:36;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;18:36;Velo;Saint-Guilhem - Courreau;3;8
2025-12-29;18:36;Velo;Sud De France;4;8
2025-12-29;18:36;Velo;Comedie Baudin;8;8
2025-12-29;18:36;Velo;Jean de Beins;15;16
2025-12-29;19:20;Voiture;Antigone;166;239
2025-12-29;19:20;Voiture;Comedie;212;664
2025-12-29;19:20;Voiture;Corum;262;480
2025-12-29;19:20;Voiture;Europa;485;591
2025-12-29;19:20;Voiture;Foch;442;620
2025-12-29;19:20;Voiture;Gambetta;146;452
2025-12-29;19:20;Voiture;Gare;404;656
2025-12-29;19:20;Voiture;Triangle;289;434
2025-12-29;19:20;Voiture;Pitot;357;590
2025-12-29;19:20;Voiture;Circe;941;1200
2025-12-29;19:20;Voiture;Garcia Lorca;394;400
2025-12-29;19:20;Voiture;Mosson;302;328
2025-12-29;19:20;Voiture;Sabines;156;285
2025-12-29;19:20;Voiture;Sablassou;281;379
2025-12-29;19:20;Voiture;Saint Jean Le Sec;235;285
2025-12-29;19:20;Voiture;Euromedecine;180;239
2025-12-29;19:20;Voiture;Occitanie;543;615
2025-12-29;19:20;Voiture;Vicarello;42;64
2025-12-29;19:20;Voiture;Gaumont EST;74;109
2025-12-29;19:20;Voiture;Gaumont OUEST;5;250
2025-12-29;19:20;Voiture;Charles de Gaulle;170;260
2025-12-29;19:20;Voiture;Polygone;1366;1911
2025-12-29;19:20;Voiture;Arc de Triomphe;68;440
2025-12-29;19:20;Voiture;Gaumont-Circe;199;500
2025-12-29;19:20;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;19:20;Velo;Comédie;12;20
2025-12-29;19:20;Velo;Hôtel de Ville;10;16
2025-12-29;19:20;Velo;Corum;3;12
2025-12-29;19:20;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;19:20;Velo;Foch;2;8
2025-12-29;19:20;Velo;Halles Castellane;12;12
2025-12-29;19:20;Velo;Observatoire;4;8
2025-12-29;19:20;Velo;Rondelet;10;16
2025-12-29;19:20;Velo;Plan Cabanes;5;12
2025-12-29;19:20;Velo;Boutonnet;4;12
2025-12-29;19:20;Velo;Emile Combes;5;8
2025-12-29;19:20;Velo;Beaux-Arts;6;16
2025-12-29;19:20;Velo;Les Aubes;3;8
2025-12-29;19:20;Velo;Antigone centre;8;12
2025-12-29;19:20;Velo;Médiathèque Emile Zola;11;16
2025-12-29;19:20;Velo;Nombre d Or;9;16
2025-12-29;19:20;Velo;Louis Blanc;12;16
2025-12-29;19:20;Velo;Gambetta;3;8
2025-12-29;19:20;Velo;Port Marianne;3;16
2025-12-29;19:20;Velo;Les Arceaux;2;8
2025-12-29;19:20;Velo;Cité Mion;4;8
2025-12-29;19:20;Velo;Nouveau Saint-Roch;6;8
2025-12-29;19:20;Velo;Renouvier;7;8
2025-12-29;19:20;Velo;Odysseum;8;8
2025-12-29;19:20;Velo;Saint-Denis;8;8
2025-12-29;19:20;Velo;Richter;11;16
2025-12-29;19:20;Velo;Charles Flahault;7;8
2025-12-29;19:20;Velo;Voltaire;4;8
2025-12-29;19:20;Velo;Prés d Arènes;4;8
2025-12-29;19:20;Velo;Garcia Lorca;1;8
2025-12-29;19:20;Velo;Vert Bois;8;16
2025-12-29;19:20;Velo;Malbosc;7;8
2025-12-29;19:20;Velo;Occitanie;22;32
2025-12-29;19:20;Velo;FacdesSciences;15;24
2025-12-29;19:20;Velo;Fac de Lettres;5;12
2025-12-29;19:20;Velo;Aiguelongue;3;8
2025-12-29;19:20;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;19:20;Velo;Euromédecine;8;8
2025-12-29;19:20;Velo;Marie Caizergues;6;8
2025-12-29;19:20;Velo;Sabines;8;8
2025-12-29;19:20;Velo;Celleneuve;3;8
2025-12-29;19:20;Velo;Jardin de la Lironde;6;8
2025-12-29;19:20;Velo;Père Soulas;2;8
2025-12-29;19:20;Velo;Place Viala;2;8
2025-12-29;19:20;Velo;Hôtel du Département;2;8
2025-12-29;19:20;Velo;Tonnelles;7;8
2025-12-29;19:20;Velo;Parvis Jules Ferry - Gare Saint-Roch;4;8
2025-12-29;19:20;Velo;Pont de Lattes - Gare Saint-Roch;10;12
2025-12-29;19:20;Velo;Deux Ponts - Gare Saint-Roch;8;8
2025-12-29;19:20;Velo;Providence - Ovalie;8;8
2025-12-29;19:20;Velo;Pérols Etang de l Or;22;68
2025-12-29;19:20;Velo;Albert 1er - Cathédrale;9;12
2025-12-29;19:20;Velo;Saint-Guilhem - Courreau;3;8
2025-12-29;19:20;Velo;Sud De France;4;8
2025-12-29;19:20;Velo;Comedie Baudin;8;8
2025-12-29;19:20;Velo;Jean de Beins;15;16
2025-12-29;19:40;Voiture;Antigone;167;239
2025-12-29;19:40;Voiture;Comedie;204;664
2025-12-29;19:40;Voiture;Corum;259;480
2025-12-29;19:40;Voiture;Europa;485;591
2025-12-29;19:40;Voiture;Foch;436;620
2025-12-29;19:40;Voiture;Gambetta;141;452
2025-12-29;19:40;Voiture;Gare;402;656
2025-12-29;19:40;Voiture;Triangle;292;434
2025-12-29;19:40;Voiture;Pitot;358;590
2025-12-29;19:40;Voiture;Circe;958;1200
2025-12-29;19:40;Voiture;Garcia Lorca;394;400
2025-12-29;19:40;Voiture;Mosson;306;328
2025-12-29;19:40;Voiture;Sabines;158;285
2025-12-29;19:40;Voiture;Sablassou;283;379
2025-12-29;19:40;Voiture;Saint Jean Le Sec;235;285
2025-12-29;19:40;Voiture;Euromedecine;181;239
2025-12-29;19:40;Voiture;Occitanie;543;615
2025-12-29;19:40;Voiture;Vicarello;42;64
2025-12-29;19:40;Voiture;Gaumont EST;74;109
2025-12-29;19:40;Voiture;Gaumont OUEST;5;250
2025-12-29;19:40;Voiture;Charles de Gaulle;167;260
2025-12-29;19:40;Voiture;Polygone;1394;1911
2025-12-29;19:40;Voiture;Arc de Triomphe;61;440
2025-12-29;19:40;Voiture;Gaumont-Circe;199;500
2025-12-29;19:40;Velo;Rue Jules Ferry - Gare Saint-Roch;3;12
2025-12-29;19:40;Velo;Comédie;12;20
2025-12-29;19:40;Velo;Hôtel de Ville;10;16
2025-12-29;19:40;Velo;Corum;3;12
2025-12-29;19:40;Velo;Place Albert 1er - St Charles;21;27
2025-12-29;19:40;Velo;Foch;2;8
2025-12-29;19:40;Velo;Halles Castellane;12;12
2025-12-29;19:40;Velo;Observatoire;4;8
2025-12-29;19:40;Velo;Rondelet;10;16
2025-12-29;19:40;Velo;Plan Cabanes;5;12
2025-12-29;19:40;Velo;Boutonnet;4;12
2025-12-29;19:40;Velo;Emile Combes;5;8
2025-12-29;19:40;Velo;Beaux-Arts;5;16
2025-12-29;19:40;Velo;Les Aubes;3;8
2025-12-29;19:40;Velo;Antigone centre;8;12
2025-12-29;19:40;Velo;Médiathèque Emile Zola;11;16
2025-12-29;19:40;Velo;Nombre d Or;7;16
2025-12-29;19:40;Velo;Louis Blanc;12;16
2025-12-29;19:40;Velo;Gambetta;3;8
2025-12-29;19:40;Velo;Port Marianne;3;16
2025-12-29;19:40;Velo;Les Arceaux;2;8
2025-12-29;19:40;Velo;Cité Mion;4;8
2025-12-29;19:40;Velo;Nouveau Saint-Roch;6;8
2025-12-29;19:40;Velo;Renouvier;7;8
2025-12-29;19:40;Velo;Odysseum;8;8
2025-12-29;19:40;Velo;Saint-Denis;8;8
2025-12-29;19:40;Velo;Richter;11;16
2025-12-29;19:40;Velo;Charles Flahault;7;8
2025-12-29;19:40;Velo;Voltaire;4;8
2025-12-29;19:40;Velo;Prés d Arènes;4;8
2025-12-29;19:40;Velo;Garcia Lorca;1;8
2025-12-29;19:40;Velo;Vert Bois;8;16
2025-12-29;19:40;Velo;Malbosc;7;8
2025-12-29;19:40;Velo;Occitanie;22;32
2025-12-29;19:40;Velo;FacdesSciences;14;24
2025-12-29;19:40;Velo;Fac de Lettres;5;12
2025-12-29;19:40;Velo;Aiguelongue;3;8
2025-12-29;19:40;Velo;Jeu de Mail des Abbés;7;8
2025-12-29;19:40;Velo;Euromédecine;8;8
2025-12-29;19:40;Velo;Marie Caizergues;6;8
2025-12-29;19:40;Velo;Sabines;8;8
2025-12-29;19:40;Velo;Celleneuve;3;8
2025-12-29;19:40;Velo;Jardin de la Lironde;6;8
2025-12-29;19:40;Velo;Père Soulas;2;8
